ActivityNumber,ActivityName,TargetLevel,Coverage,NISTControl,NISTControlName,TTP,TTPName
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1053.003,Cron
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1053.005,Scheduled Task
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1053.006,Systemd Timers
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1053.007,Container Orchestration Job
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1055,Process Injection
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1055.008,Ptrace System Calls
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1056.003,Web Portal Capture
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1059,Command and Scripting Interpreter
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1059.001,PowerShell
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1059.002,AppleScript
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1059.003,Windows Command Shell
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1059.004,Unix Shell
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1059.005,Visual Basic
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1059.006,Python
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1059.007,JavaScript
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1059.008,Network Device CLI
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1068,Exploitation for Privilege Escalation
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1070,Indicator Removal on Host
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1070.001,Clear Windows Event Logs
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1070.002,Clear Linux or Mac System Logs
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1070.003,Clear Command History
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1070.007,Clear Network Connection History and Configurations
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1070.008,Clear Mailbox Data
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1070.009,Clear Persistence
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1072,Software Deployment Tools
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1078,Valid Accounts
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1078.001,Default Accounts
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1078.002,Domain Accounts
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1078.003,Local Accounts
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1078.004,Cloud Accounts
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1087.004,Cloud Account
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1098,Account Manipulation
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1098.001,Additional Cloud Credentials
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1098.002,Exchange Email Delegate Permissions
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1098.003,Add Office 365 Global Administrator Role
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1098.005,Device Registration
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1110,Brute Force
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1110.001,Password Guessing
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1110.002,Password Cracking
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1110.003,Password Spraying
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1110.004,Credential Stuffing
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1134,Access Token Manipulation
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1134.001,Token Impersonation/Theft
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1134.002,Create Process with Token
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1134.003,Make and Impersonate Token
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1136,Create Account
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1136.001,Local Account
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1136.002,Domain Account
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1136.003,Cloud Account
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1185,Browser Session Hijacking
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1190,Exploit Public-Facing Application
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1197,BITS Jobs
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1210,Exploitation of Remote Services
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1212,Exploitation for Credential Access
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1213,Data from Information Repositories
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1213.001,Confluence
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1213.002,Sharepoint
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1213.003,Code Repositories
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1218,Signed Binary Proxy Execution
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1218.007,Msiexec
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1222,File and Directory Permissions Modification
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1222.001,Windows File and Directory Permissions Modification
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1222.002,Linux and Mac File and Directory Permissions Modification
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1484,Domain Policy Modification
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1489,Service Stop
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1495,Firmware Corruption
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1505,Server Software Component
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1505.002,Transport Agent
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1505.003,Web Shell
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1505.005,Terminal Services DLL
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1525,Implant Internal Image
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1528,Steal Application Access Token
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1530,Data from Cloud Storage Object
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1537,Transfer Data to Cloud Account
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1538,Cloud Service Dashboard
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1542,Pre-OS Boot
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1542.001,System Firmware
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1542.003,Bootkit
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1542.005,TFTP Boot
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1543,Create or Modify System Process
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1543.001,Launch Agent
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1543.002,Systemd Service
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1543.003,Windows Service
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1543.004,Launch Daemon
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1546.003,Windows Management Instrumentation Event Subscription
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1547.004,Winlogon Helper DLL
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1547.006,Kernel Modules and Extensions
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1547.009,Shortcut Modification
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1547.012,Print Processors
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1547.013,XDG Autostart Entries
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1548,Abuse Elevation Control Mechanism
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1548.002,Bypass User Account Control
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1548.003,Sudo and Sudo Caching
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1550,Use Alternate Authentication Material
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1550.002,Pass the Hash
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1550.003,Pass the Ticket
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1552,Unsecured Credentials
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1552.001,Credentials In Files
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1552.002,Credentials in Registry
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1552.004,Private Keys
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1552.006,Group Policy Preferences
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1552.007,Container API
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1553,Subvert Trust Controls
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1553.006,Code Signing Policy Modification
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1556,Modify Authentication Process
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1556.001,Domain Controller Authentication
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1556.003,Pluggable Authentication Modules
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1556.004,Network Device Authentication
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1556.005,Reversible Encryption
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1556.006,Multi-Factor Authentication
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1556.007,Hybrid Identity
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1558,Steal or Forge Kerberos Tickets
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1558.001,Golden Ticket
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1558.002,Silver Ticket
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1558.003,Kerberoasting
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1558.004,AS-REP Roasting
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1559,Inter-Process Communication
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1559.001,Component Object Model
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1562,Impair Defenses
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1562.001,Disable or Modify Tools
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1562.002,Disable Windows Event Logging
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1562.004,Disable or Modify System Firewall
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1562.006,Indicator Blocking
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1562.007,Disable or Modify Cloud Firewall
1.2.2,Rule Based Dynamic Access Pt1,Target Level ZT,mitigates,AC-2,Account Management,T1562.008,Disable Cloud Logs
